ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL,original_source_file
HAM_289436,Harvard Art Museums,GLAZED VASE FRAGMENT,Fragments,Terracotta,Third Intermediate Period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS40396_dynmc,HAM_data.csv
HAM_289550,Harvard Art Museums,String of Beads,Jewelry,Faience,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:VRS16232_dynmc,HAM_data.csv
HAM_289563,Harvard Art Museums,Ushabti,Sculpture,Faience,Ptolemaic period to Roman Imperial,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS16231_dynmc,HAM_data.csv
HAM_289656,Harvard Art Museums,Lion Head,Sculpture,Limestone,"Late Period, Dynasty 25",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108414_dynmc,HAM_data.csv
HAM_289664,Harvard Art Museums,Bowl,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:VRS17506_dynmc,HAM_data.csv
HAM_289668,Harvard Art Museums,Temple Relief of Queen Arsinoe II,Architectural Elements,"Limestone, with red ocher, charcoal black, and Egyptian blue on chalk",Ptolemaic period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:DDC103438_dynmc,HAM_data.csv
HAM_289673,Harvard Art Museums,Early Amarna Relief Fragment depicting a bearded Syrian,Sculpture,Sandstone,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108431_dynmc,HAM_data.csv
HAM_290176,Harvard Art Museums,RELIEF FRAGMENT-WORSHIPPING FIGURE,Sculpture,Plaster on wood,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS42875_dynmc,HAM_data.csv
HAM_290192,Harvard Art Museums,FRAGMENT OF HEAD-SCUPLTURE MODEL ?,Sculpture,Limestone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS42876_dynmc,HAM_data.csv
HAM_290207,Harvard Art Museums,Arm of the Statue of  a Striding Man,Sculpture,Wood,Old Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC254342,HAM_data.csv
HAM_290258,Harvard Art Museums,Temple or Palace Relief: Female Court Attendants,Sculpture,Limestone,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:756720,HAM_data.csv
HAM_290479,Harvard Art Museums,Scarab Seal,Seals,Glass paste,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11163_dynmc,HAM_data.csv
HAM_290491,Harvard Art Museums,Scarab Seal,Seals,Glazed grayish-tan steatite,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11161_dynmc,HAM_data.csv
HAM_290510,Harvard Art Museums,Scarab Seal,Seals,Glass paste,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11162_dynmc,HAM_data.csv
HAM_291048,Harvard Art Museums,Temple or Palace Relief: Charioteers,Sculpture,"Limestone, traces of modern paint","New Kingdom, Dynasty 18, Amarna period",Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG267357,HAM_data.csv
HAM_291222,Harvard Art Museums,Swimming Girl (part of a cosmetic spoon),Sculpture,Wood,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:DDC251318_dynmc,HAM_data.csv
HAM_291226,Harvard Art Museums,Vulture and Basket (Hieroglyphs),Sculpture,Limestone relief,"Middle Kingdom, Dynasty 12",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44169_dynmc,HAM_data.csv
HAM_291255,Harvard Art Museums,Head of a woman (sculptor's model),Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44167_dynmc,HAM_data.csv
HAM_291263,Harvard Art Museums,Head of a King,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS31705_dynmc,HAM_data.csv
HAM_291271,Harvard Art Museums,Ptolemaic Relief Carved on Two Sides: A: Head of a Man; B: Right Foot,Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45609_dynmc,HAM_data.csv
HAM_291286,Harvard Art Museums,One of a Pair of Recumbent Jackals (The God Anubis),Sculpture,Wood,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS49760_dynmc,HAM_data.csv
HAM_291307,Harvard Art Museums,"Head of a King possibly Nectanabo II, (sculptor's model)",Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS44166_dynmc,HAM_data.csv
HAM_291309,Harvard Art Museums,Female Figure Carrying a Basket of Figs from the Tomb of Mentu-em-het,Sculpture,"Limestone, remains of pigment","Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45167_dynmc,HAM_data.csv
HAM_291379,Harvard Art Museums,Ptolemaic Faience Lamp,Lighting Devices,,Ptolemaic period,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:VRS45162_dynmc,HAM_data.csv
HAM_291505,Harvard Art Museums,Amuletic Seal with Six Small Scarabs,Seals,Stone,"New Kingdom, Dynasty 18",Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028599_dynmc,HAM_data.csv
HAM_291506,Harvard Art Museums,Red-slip Bowl,Vessels,Terracotta,"New Kingdom, Dynasty 18",Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV107232_dynmc,HAM_data.csv
HAM_291518,Harvard Art Museums,Part of a Mask (possibly part of a sculptor's model),Sculpture,Plaster,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS45250_dynmc,HAM_data.csv
HAM_291539,Harvard Art Museums,PIECE OF LIMESTONE WITH PAINTED INSCRIPTION FROM A WALL,Inscriptions,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV053885_dynmc,HAM_data.csv
HAM_291576,Harvard Art Museums,Jar,Vessels,Alabaster,"Old Kingdom, Dynasty 4",Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030849_dynmc,HAM_data.csv
HAM_291577,Harvard Art Museums,Jar,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV036601_dynmc,HAM_data.csv
HAM_291584,Harvard Art Museums,Scarab Mounted on Gold Stick Pin,Jewelry,Gold,New Kingdom,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11451_dynmc,HAM_data.csv
HAM_291615,Harvard Art Museums,Scarab set in ring with granulation,Jewelry,Gold,Ptolemaic period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:CARP11457_dynmc,HAM_data.csv
HAM_291626,Harvard Art Museums,Seated Woman,Sculpture,,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108419_dynmc,HAM_data.csv
HAM_291660,Harvard Art Museums,BOX OF FRAGMENTS FOUND AT MEMPHIS,Fragments,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV053766_dynmc,HAM_data.csv
HAM_291707,Harvard Art Museums,Portrait of a woman,Paintings,"Binder: Animal glue
Pigments: Bassanite, anhydrite, alunite, red and yellow ochres, bone black,
carbon black, madder lake, red lead
Support: Native Egyptian sycomore fig (Ficus sycomorus)",Roman Imperial period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:70814_dynmc,HAM_data.csv
HAM_291720,Harvard Art Museums,Standing Statuette of the God Bes,Sculpture,Faience,Roman Imperial period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:779035,HAM_data.csv
HAM_291742,Harvard Art Museums,Bust of an Unidentified Ptolemaic King,Sculpture,"Quartzite, coarse, white, translucent",Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS61026_dynmc,HAM_data.csv
HAM_291824,Harvard Art Museums,Bowl sherd with floral design,Fragments,Ceramic,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01813_dynmc,HAM_data.csv
HAM_291843,Harvard Art Museums,Relief fragment from the tomb of Niankhnesut: Man holding a cow by a rope,Sculpture,"limestone, traces of paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:53821_dynmc,HAM_data.csv
HAM_291844,Harvard Art Museums,Relief fragment from the tomb of Niankhnesut: Two attendants carrying meat,Sculpture,"limestone, paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:LEG267339,HAM_data.csv
HAM_291847,Harvard Art Museums,Seated Man Playing the Harp,Sculpture,Terracotta,Roman period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS35006_dynmc,HAM_data.csv
HAM_291848,Harvard Art Museums,Bowl Sherd with Arabesque Motifs,Fragments,Ceramic,Ayyubid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01483_dynmc,HAM_data.csv
HAM_291849,Harvard Art Museums,Lusterware sherd with meander motif,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01477_dynmc,HAM_data.csv
HAM_291861,Harvard Art Museums,ROUND LAMP,Lighting Devices,,,Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV055984_dynmc,HAM_data.csv
HAM_291873,Harvard Art Museums,Lusterware bowl sherd with two peacocks,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01482_dynmc,HAM_data.csv
HAM_291901,Harvard Art Museums,Painting on cloth,Paintings,"Painted linen
",Roman period,Reliefs,https://nrs.harvard.edu/urn-3:HUAM:INV103104_dynmc,HAM_data.csv
HAM_291906,Harvard Art Museums,Quadruped figurine,Sculpture,Ceramic,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:CARP01480_dynmc,HAM_data.csv
HAM_291968,Harvard Art Museums,Luster bowl fragment with inscription,Fragments,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01485_dynmc,HAM_data.csv
HAM_291979,Harvard Art Museums,Boat with Seated Figure and Two Kneeling Oarsmen,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV031115_dynmc,HAM_data.csv
HAM_291999,Harvard Art Museums,Head of a Man,Sculpture,Bone,Predynastic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS37474_dynmc,HAM_data.csv
HAM_292050,Harvard Art Museums,One of a Pair of Recumbent Jackals (The God Anubis),Sculpture,Wood,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS49760_dynmc,HAM_data.csv
HAM_292090,Harvard Art Museums,Head of Amenophis IV (Akhenaten),Sculpture,red quartzite,"New Kingdom, Dynasty 18",Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS47547_dynmc,HAM_data.csv
HAM_292125,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028701_dynmc,HAM_data.csv
HAM_292129,Harvard Art Museums,Relief fragment with the Head of Pharoah Protected by the Hawk of Horus,Sculpture,Stone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34362_dynmc,HAM_data.csv
HAM_292137,Harvard Art Museums,Lion Head,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS31565_dynmc,HAM_data.csv
HAM_292159,Harvard Art Museums,Fragment of an Offering Basin,Sculpture,Stone,Middle Kingdom,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV027615_dynmc,HAM_data.csv
HAM_292168,Harvard Art Museums,Head of a king or woman,Sculpture,Plaster,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108417_dynmc,HAM_data.csv
HAM_292183,Harvard Art Museums,Male Figure,Sculpture,Painted wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030824_dynmc,HAM_data.csv
HAM_292190,Harvard Art Museums,Luster bowl sherd with peacock,Vessels,Ceramic,Fatimid period,Pottery,https://nrs.harvard.edu/urn-3:HUAM:CARP01476_dynmc,HAM_data.csv
HAM_292246,Harvard Art Museums,Standing Man,Sculpture,Wood,New Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34656,HAM_data.csv
HAM_292254,Harvard Art Museums,Miniature Vase with Cover,Vessels,Stone,,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030838_dynmc,HAM_data.csv
HAM_292258,Harvard Art Museums,Ushabti of Princess Maatkare,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028699_dynmc,HAM_data.csv
HAM_292259,Harvard Art Museums,Ushabti,Sculpture,Terracotta,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV107691_dynmc,HAM_data.csv
HAM_292324,Harvard Art Museums,Portrait of a man,Paintings,Encaustic on imported European lime wood (Tilia europaea).,"Roman Imperial period, Late",Reliefs,https://nrs.harvard.edu/urn-3:HUAM:31108_dynmc,HAM_data.csv
HAM_292328,Harvard Art Museums,Head of a Man (Forgery),Sculpture,Black granite,Modern,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS34925_dynmc,HAM_data.csv
HAM_292348,Harvard Art Museums,Ushabti,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030922_dynmc,HAM_data.csv
HAM_292405,Harvard Art Museums,Amulet or tile of owl,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028607_dynmc,HAM_data.csv
HAM_292406,Harvard Art Museums,"Amulet of Imsety, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028576_dynmc,HAM_data.csv
HAM_292407,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028593_dynmc,HAM_data.csv
HAM_292408,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028528_dynmc,HAM_data.csv
HAM_292409,Harvard Art Museums,Statuette of Sekhmet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028718_dynmc,HAM_data.csv
HAM_292410,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028723_dynmc,HAM_data.csv
HAM_292411,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028639_dynmc,HAM_data.csv
HAM_292412,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028603_dynmc,HAM_data.csv
HAM_292413,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028605_dynmc,HAM_data.csv
HAM_292432,Harvard Art Museums,Ornament,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028436_dynmc,HAM_data.csv
HAM_292433,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028687_dynmc,HAM_data.csv
HAM_292434,Harvard Art Museums,"Amulet of Hapi, one of the four sons of Horus",Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028573_dynmc,HAM_data.csv
HAM_292435,Harvard Art Museums,RING,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028629_dynmc,HAM_data.csv
HAM_292437,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028520_dynmc,HAM_data.csv
HAM_292445,Harvard Art Museums,Head of a Man,Sculpture,Alabaster,Old Kingdom,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS10536_dynmc,HAM_data.csv
HAM_292475,Harvard Art Museums,RELIEF,Sculpture,,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028590_dynmc,HAM_data.csv
HAM_292476,Harvard Art Museums,Djed Pillar Amulet,Amulets,,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028596_dynmc,HAM_data.csv
HAM_292485,Harvard Art Museums,Head of a man possibly Nectanabo II (sculptor's model),Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108418_dynmc,HAM_data.csv
HAM_292511,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028688_dynmc,HAM_data.csv
HAM_292513,Harvard Art Museums,String of Beads,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028532_dynmc,HAM_data.csv
HAM_292534,Harvard Art Museums,Statuette of Maneless Baboon,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028417_dynmc,HAM_data.csv
HAM_292535,Harvard Art Museums,Tyet Knot Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028594_dynmc,HAM_data.csv
HAM_292573,Harvard Art Museums,Base and Feet of Man Holding Osiris Shrine,Sculpture,Stone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108421_dynmc,HAM_data.csv
HAM_292575,Harvard Art Museums,Statuette,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV030874_dynmc,HAM_data.csv
HAM_292578,Harvard Art Museums,Canopic Jar of Pafhernetjer with Lid in Shape of a Baboon Head,Vessels,Alabaster,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:807496,HAM_data.csv
HAM_292583,Harvard Art Museums,"Sculptor's Model, Head of a Lion",Sculpture,Limestone,Ptolemaic period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108415_dynmc,HAM_data.csv
HAM_292600,Harvard Art Museums,Head of an Owl,Sculpture,Marble,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108301_dynmc,HAM_data.csv
HAM_292601,Harvard Art Museums,Figures Seated Back-to-back,Sculpture,Stone,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV107604_dynmc,HAM_data.csv
HAM_292609,Harvard Art Museums,"Stone Slab Inscribed with Cartouche of Ka-Khepera, Sesostris I",Inscriptions,Red quarzite,"Middle Kingdom, Dynasty 12",Unclassified,https://nrs.harvard.edu/urn-3:HUAM:INV027632_dynmc,HAM_data.csv
HAM_292610,Harvard Art Museums,Standing Male Statuette,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV033439_dynmc,HAM_data.csv
HAM_292642,Harvard Art Museums,Statuette of a Striding Man,Sculpture,"Wood, traces of paint","Old Kingdom, Dynasty 6",Statuary,https://nrs.harvard.edu/urn-3:HUAM:78928_dynmc,HAM_data.csv
HAM_292656,Harvard Art Museums,Male Figure,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV033441_dynmc,HAM_data.csv
HAM_292658,Harvard Art Museums,Head of a Man,Sculpture,Sandstone,"Old Kingdom, Dynasty 5",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV108416_dynmc,HAM_data.csv
HAM_292659,Harvard Art Museums,Votive or Amulet in the form of a Crocodile,Sculpture,Stone,Late Period to Ptolemaic,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031448_dynmc,HAM_data.csv
HAM_292681,Harvard Art Museums,Perfume Jar,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030804_dynmc,HAM_data.csv
HAM_292711,Harvard Art Museums,Statuette of a Cat,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:VRS33905_dynmc,HAM_data.csv
HAM_292712,Harvard Art Museums,Ba Bird,Sculpture,Wood,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:802979,HAM_data.csv
HAM_292714,Harvard Art Museums,Vase,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030807_dynmc,HAM_data.csv
HAM_292715,Harvard Art Museums,Beaker,Vessels,Alabaster,Old Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030910_dynmc,HAM_data.csv
HAM_292779,Harvard Art Museums,Small Ointment Jar,Vessels,Alabaster,New Kingdom,Pottery,https://nrs.harvard.edu/urn-3:HUAM:INV030792_dynmc,HAM_data.csv
HAM_292790,Harvard Art Museums,Statuette of Bes,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028443_dynmc,HAM_data.csv
HAM_292791,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108982_dynmc,HAM_data.csv
HAM_292792,Harvard Art Museums,Amulet,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV108981_dynmc,HAM_data.csv
HAM_292793,Harvard Art Museums,Statuette of Khnum,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028636_dynmc,HAM_data.csv
HAM_292794,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028691_dynmc,HAM_data.csv
HAM_292795,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028705_dynmc,HAM_data.csv
HAM_292796,Harvard Art Museums,Statuette of Khonsu,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028633_dynmc,HAM_data.csv
HAM_292797,Harvard Art Museums,Statuette of Hathor,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028642_dynmc,HAM_data.csv
HAM_292798,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028706_dynmc,HAM_data.csv
HAM_292799,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028708_dynmc,HAM_data.csv
HAM_292800,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028553_dynmc,HAM_data.csv
HAM_292801,Harvard Art Museums,Overseer ushabti belonging to Khonsuenrenep,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028623_dynmc,HAM_data.csv
HAM_292802,Harvard Art Museums,Ushabti belonging to Nesyamunipet,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028703_dynmc,HAM_data.csv
HAM_292803,Harvard Art Museums,Ushabti,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028702_dynmc,HAM_data.csv
HAM_292817,Harvard Art Museums,Amulet,Amulets,Terracotta,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028693_dynmc,HAM_data.csv
HAM_292818,Harvard Art Museums,Amulet,Amulets,Terracotta,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028628_dynmc,HAM_data.csv
HAM_292819,Harvard Art Museums,Statuette of Bes,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028437_dynmc,HAM_data.csv
HAM_292820,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028411_dynmc,HAM_data.csv
HAM_292821,Harvard Art Museums,Amulet of Taweret,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028558_dynmc,HAM_data.csv
HAM_292823,Harvard Art Museums,Ushabti belonging to Tashedkhonsu,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028700_dynmc,HAM_data.csv
HAM_292824,Harvard Art Museums,Overseer ushabti belonging to Tjanefer,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028694_dynmc,HAM_data.csv
HAM_292825,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028552_dynmc,HAM_data.csv
HAM_292826,Harvard Art Museums,Ushabti belonging to Nesyamunipet,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028692_dynmc,HAM_data.csv
HAM_292828,Harvard Art Museums,Ushabti belonging to Isis (?),Sculpture,Clay with paint,"New Kingdom, Dynasty 19",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028539_dynmc,HAM_data.csv
HAM_292829,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028696_dynmc,HAM_data.csv
HAM_292830,Harvard Art Museums,Female Sphinx with Nubian hair style,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031037_dynmc,HAM_data.csv
HAM_292831,Harvard Art Museums,Statuette of Harpocrates,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028602_dynmc,HAM_data.csv
HAM_292832,Harvard Art Museums,Amulet of Pataikos,Amulets,Faience,Late Period,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV028626_dynmc,HAM_data.csv
HAM_292833,Harvard Art Museums,Statuette of of Lion-Headed Goddess,Amulets,Faience,,Jewellery,https://nrs.harvard.edu/urn-3:HUAM:INV031409_dynmc,HAM_data.csv
HAM_292834,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028697_dynmc,HAM_data.csv
HAM_292835,Harvard Art Museums,Overseer ushabti belonging to Tjanefer,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028704_dynmc,HAM_data.csv
HAM_292836,Harvard Art Museums,Ushabti belonging to Tashedkhonsu,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028710_dynmc,HAM_data.csv
HAM_292837,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028646_dynmc,HAM_data.csv
HAM_292838,Harvard Art Museums,Ushabti belonging to an unknown ancient Egyptian person,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028554_dynmc,HAM_data.csv
HAM_292864,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028695_dynmc,HAM_data.csv
HAM_292865,Harvard Art Museums,Ushabti belonging to Nesypernub,Sculpture,Faience,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028698_dynmc,HAM_data.csv
HAM_292866,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028541_dynmc,HAM_data.csv
HAM_292868,Harvard Art Museums,Ushabti,Sculpture,Faience,,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028625_dynmc,HAM_data.csv
HAM_292869,Harvard Art Museums,Ushabti belonging to an unknown ancient Egyptian person,Sculpture,Faience,"Late Period, Dynasty 26",Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028647_dynmc,HAM_data.csv
HAM_292870,Harvard Art Museums,Ushabti belonging to Amunniutnakht,Sculpture,Clay with paint,Third Intermediate Period,Statuary,https://nrs.harvard.edu/urn-3:HUAM:INV028689_dynmc,HAM_data.csv
