ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CLE_94051,Cleveland Museum of Art,Pyxis with Lid (lid),Vessels,turquoise faience with black decoration,c. 1901–1525 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.609.b/1914.609.b_web.jpg
CLE_94349,Cleveland Museum of Art,Shawabty of Nebmehyt,Funerary Equipment,steatite,c. 1295–1240 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.729/1914.729_web.jpg
CLE_100092,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.n/1919.618.n_web.jpg
CLE_94049,Cleveland Museum of Art,Pyxis with Lid,Vessels,turquoise faience with black decoration,c. 1901–1525 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.609/1914.609_web.jpg
CLE_111502,Cleveland Museum of Art,Head of a Woman Holding a Sistrum,Sculpture,marble,150 BCE–50 CE,Statuary,https://openaccess-cdn.clevelandart.org/1929.980/1929.980_web.jpg
CLE_112311,Cleveland Museum of Art,Relief of Men Bringing Desert Animals,Sculpture,limestone,c. 2311–2281 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1930.734/1930.734_web.jpg
CLE_112315,Cleveland Museum of Art,Relief of Men Bringing Birds and Cattle,Sculpture,painted limestone,c. 2311–2281 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1930.738/1930.738_web.jpg
CLE_94272,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.4/1914.718.4_web.jpg
CLE_147014,Cleveland Museum of Art,Temple Relief of a Deity,Sculpture,limestone,360–246 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1972.45/1972.45_web.jpg
CLE_94224,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.118/1914.718.118_web.jpg
CLE_94313,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.77/1914.718.77_web.jpg
CLE_94317,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.80/1914.718.80_web.jpg
CLE_100078,Cleveland Museum of Art,Petal-Shaped Beads,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618/1919.618_web.jpg
CLE_94020,Cleveland Museum of Art,Shawabty of Djehutymose,Funerary Equipment,polychrome faience,c. 1279–1213 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.590/1914.590_web.jpg
CLE_94461,Cleveland Museum of Art,"Rosette for Wig Decoration
",Jewelry,silver,1980–1801 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.795.l/1914.795.l_web.jpg
CLE_100089,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.k/1919.618.k_web.jpg
CLE_100093,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.o/1919.618.o_web.jpg
CLE_100084,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.f/1919.618.f_web.jpg
CLE_100099,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.u/1919.618.u_web.jpg
CLE_111567,Cleveland Museum of Art,Inscribed Relief,Sculpture,painted limestone,c. 2311–2281 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1930.136/1930.136_web.jpg
CLE_94014,Cleveland Museum of Art,Shawabty of Seti I,Funerary Equipment,medium blue faience with black decoration,c. 1294–1279 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.585/1914.585_web.jpg
CLE_100087,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.i/1919.618.i_web.jpg
CLE_100095,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.q/1919.618.q_web.jpg
CLE_94214,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.109/1914.718.109_web.jpg
CLE_94219,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.113/1914.718.113_web.jpg
CLE_94243,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.135/1914.718.135_web.jpg
CLE_94254,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.23/1914.718.23_web.jpg
CLE_94267,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.35/1914.718.35_web.jpg
CLE_94276,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.43/1914.718.43_web.jpg
CLE_94281,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.48/1914.718.48_web.jpg
CLE_94318,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.81/1914.718.81_web.jpg
CLE_112314,Cleveland Museum of Art,Relief of Three Offering Bearers,Sculpture,painted limestone,c. 2311–2281 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1930.737/1930.737_web.jpg
CLE_128300,Cleveland Museum of Art,Luster Dish with Seated Prince,Ceramic,fritware with luster-painted design,1170–1220,Pottery,https://openaccess-cdn.clevelandart.org/1951.289/1951.289_web.jpg
CLE_100090,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.l/1919.618.l_web.jpg
CLE_100091,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.m/1919.618.m_web.jpg
CLE_100097,Cleveland Museum of Art,Petal-Shaped Bead,Jewelry,faience,c. 1391–1353 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1919.618.s/1919.618.s_web.jpg
CLE_94346,Cleveland Museum of Art,Flask in the Form of a Leather Bag,Vessels,Nile silt ware,c. 1415–1381 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.726/1914.726_web.jpg
CLE_94211,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.106/1914.718.106_web.jpg
CLE_94239,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.131/1914.718.131_web.jpg
CLE_94284,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.50/1914.718.50_web.jpg
CLE_94266,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.34/1914.718.34_web.jpg
CLE_94210,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.105/1914.718.105_web.jpg
CLE_94213,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.108/1914.718.108_web.jpg
CLE_94217,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.111/1914.718.111_web.jpg
CLE_94220,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.114/1914.718.114_web.jpg
CLE_94265,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.33/1914.718.33_web.jpg
CLE_94278,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.45/1914.718.45_web.jpg
CLE_94285,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.51/1914.718.51_web.jpg
CLE_94291,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.57/1914.718.57_web.jpg
CLE_94293,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.59/1914.718.59_web.jpg
CLE_94304,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.69/1914.718.69_web.jpg
CLE_94320,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.83/1914.718.83_web.jpg
CLE_124256,Cleveland Museum of Art,Lion on the Watch,Painting,oil on wood panel,c. 1885,Reliefs,https://openaccess-cdn.clevelandart.org/1945.25/1945.25_web.jpg
CLE_154506,Cleveland Museum of Art,Skyphos,Ceramic,earthenware with slip decoration,1–100 CE,Pottery,https://openaccess-cdn.clevelandart.org/1989.149/1989.149_web.jpg
CLE_148001,Cleveland Museum of Art,Woman in Front of a Fireplace,Drawing,"black chalk and gray wash heightened with white chalk, squared in black chalk, on blue wove paper",c. 1805–7,Reliefs,https://openaccess-cdn.clevelandart.org/1974.93/1974.93_web.jpg
CLE_123530,Cleveland Museum of Art,Firedog,Furniture and woodwork,gilt bronze,c. 1785,Statuary,https://openaccess-cdn.clevelandart.org/1944.126.1/1944.126.1_web.jpg
CLE_94240,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.132/1914.718.132_web.jpg
CLE_94258,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.27/1914.718.27_web.jpg
CLE_94268,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.36/1914.718.36_web.jpg
CLE_94289,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.55/1914.718.55_web.jpg
CLE_94292,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.58/1914.718.58_web.jpg
CLE_94297,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.62/1914.718.62_web.jpg
CLE_94302,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.67/1914.718.67_web.jpg
CLE_94307,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.71/1914.718.71_web.jpg
CLE_94308,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.72/1914.718.72_web.jpg
CLE_94216,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.110/1914.718.110_web.jpg
CLE_94218,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.112/1914.718.112_web.jpg
CLE_94264,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.32/1914.718.32_web.jpg
CLE_94282,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.49/1914.718.49_web.jpg
CLE_94290,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.56/1914.718.56_web.jpg
CLE_94300,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.65/1914.718.65_web.jpg
CLE_94223,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.117/1914.718.117_web.jpg
CLE_94256,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.25/1914.718.25_web.jpg
CLE_94257,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.26/1914.718.26_web.jpg
CLE_94263,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.31/1914.718.31_web.jpg
CLE_94275,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.42/1914.718.42_web.jpg
CLE_94296,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.61/1914.718.61_web.jpg
CLE_94303,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.68/1914.718.68_web.jpg
CLE_94311,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.75/1914.718.75_web.jpg
CLE_94241,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.133/1914.718.133_web.jpg
CLE_94260,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.29/1914.718.29_web.jpg
CLE_94270,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.38/1914.718.38_web.jpg
CLE_94273,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.40/1914.718.40_web.jpg
CLE_94287,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.53/1914.718.53_web.jpg
CLE_94299,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.64/1914.718.64_web.jpg
CLE_94309,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.73/1914.718.73_web.jpg
CLE_94571,Cleveland Museum of Art,Wooden Staff or Support,Wood,wood,2030–1650 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1914.874/1914.874_web.jpg
CLE_94212,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.107/1914.718.107_web.jpg
CLE_94274,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.41/1914.718.41_web.jpg
CLE_94277,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.44/1914.718.44_web.jpg
CLE_94295,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.60/1914.718.60_web.jpg
CLE_94298,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.63/1914.718.63_web.jpg
CLE_94319,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.82/1914.718.82_web.jpg
CLE_103068,Cleveland Museum of Art,Tomb Stele of Nesptah,Funerary Equipment,painted wood,664–525 BCE,Reliefs,https://openaccess-cdn.clevelandart.org/1921.1721/1921.1721_web.jpg
CLE_122510,Cleveland Museum of Art,Statutette of Isis and Horus,Sculpture,"bronze, solid cast",305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1942.774/1942.774_web.jpg
CLE_94242,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.134/1914.718.134_web.jpg
CLE_94259,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.28/1914.718.28_web.jpg
CLE_94262,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.30/1914.718.30_web.jpg
CLE_94269,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.37/1914.718.37_web.jpg
CLE_94301,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.66/1914.718.66_web.jpg
CLE_94310,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.74/1914.718.74_web.jpg
CLE_97015,Cleveland Museum of Art,Broad Collar,Jewelry,"faience, glass, and stone, modern stringing",1900–1916,Jewellery,https://openaccess-cdn.clevelandart.org/1916.660/1916.660_web.jpg
CLE_94209,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.104/1914.718.104_web.jpg
CLE_94221,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.115/1914.718.115_web.jpg
CLE_94222,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.116/1914.718.116_web.jpg
CLE_94288,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.54/1914.718.54_web.jpg
CLE_94312,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.76/1914.718.76_web.jpg
CLE_94314,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.78/1914.718.78_web.jpg
CLE_94315,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.79/1914.718.79_web.jpg
CLE_153278,Cleveland Museum of Art,Bowl,Metalwork,silver gilt,200–1 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1986.24/1986.24_web.jpg
CLE_141728,Cleveland Museum of Art,"Sketch for ""The Revolt at Cairo""",Painting,"oil on paper, mounted on paper and canvas",c. 1809,Reliefs,https://openaccess-cdn.clevelandart.org/1965.310/1965.310_web.jpg
CLE_93969,Cleveland Museum of Art,"Bronze Mounts from a ""Shawabty Bundle"": Head, Arms, and Feet",Funerary Equipment,"bronze, black copper wig, traces of gilding",c. 1336–1256 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.554/1914.554_web.jpg
CLE_94279,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.46/1914.718.46_web.jpg
CLE_141480,Cleveland Museum of Art,Askos,Cosmetic Objects,agate and gold,200–1 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1964.92/1964.92_web.jpg
CLE_94208,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.103/1914.718.103_web.jpg
CLE_94225,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.119/1914.718.119_web.jpg
CLE_94253,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.22/1914.718.22_web.jpg
CLE_94255,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.24/1914.718.24_web.jpg
CLE_94271,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.39/1914.718.39_web.jpg
CLE_94280,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.47/1914.718.47_web.jpg
CLE_94286,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.52/1914.718.52_web.jpg
CLE_94306,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.70/1914.718.70_web.jpg
CLE_94074,Cleveland Museum of Art,Shallow Dish,Vessels,travertine,c. 2726–2647 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.629/1914.629_web.jpg
CLE_123529,Cleveland Museum of Art,Pair of Firedogs,Furniture and woodwork,gilt bronze,c. 1785,Statuary,https://openaccess-cdn.clevelandart.org/1944.126/1944.126_web.jpg
CLE_123531,Cleveland Museum of Art,Firedog,Furniture and woodwork,gilt bronze,c. 1785,Statuary,https://openaccess-cdn.clevelandart.org/1944.126.2/1944.126.2_web.jpg
CLE_146727,Cleveland Museum of Art,"Egyptian Family (Sketch for ""The Battle of the Pyramids"")",Painting,oil on linen,c. 1835,Reliefs,https://openaccess-cdn.clevelandart.org/1972.17.2/1972.17.2_web.jpg
CLE_375090,Cleveland Museum of Art,Tea Cup Holder,Glass,silver,1908,Jewellery,https://openaccess-cdn.clevelandart.org/2021.157.a/2021.157.a_web.jpg
CLE_94027,Cleveland Museum of Art,Shawabty of Tashery,Funerary Equipment,painted tamarisk?,c. 1391–1353 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.597/1914.597_web.jpg
CLE_94077,Cleveland Museum of Art,Canopic Jar with Lid,Funerary Equipment,limestone,1540–1296 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.630.a/1914.630.a_web.jpg
CLE_94078,Cleveland Museum of Art,Canopic Jar with Lid (lid),Funerary Equipment,limestone,1540–1296 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.630.b/1914.630.b_web.jpg
CLE_98647,Cleveland Museum of Art,Tanbūr,Musical Instrument,"Wood, bone, mother-of-pearl, and wire",late 1800s,Unclassified,https://openaccess-cdn.clevelandart.org/1918.347/1918.347_web.jpg
CLE_143266,Cleveland Museum of Art,Mirror Support: Siren,Sculpture,bronze with silver inlays,c. 475 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1967.204/1967.204_web.jpg
CLE_375088,Cleveland Museum of Art,Tea Cup and Holder,Glass,"silver, glass",1908,Jewellery,https://openaccess-cdn.clevelandart.org/2021.157/2021.157_web.jpg
CLE_146725,Cleveland Museum of Art,"General Jean-Baptiste Kléber and Egyptian Family (Sketches for ""The Battle of the Pyramids"") ",Painting,oil on linen,c. 1835,Reliefs,https://openaccess-cdn.clevelandart.org/1972.17/1972.17_web.jpg
CLE_94362,Cleveland Museum of Art,Double-Sided Plaque Amulet,Amulets,green-glazed steatite,1069–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.741/1914.741_web.jpg
CLE_119849,Cleveland Museum of Art,Statuette of Osiris,Sculpture,"bronze, hollow cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.670/1940.670_web.jpg
CLE_97016,Cleveland Museum of Art,Openwork Spacer Bead,Jewelry,turquoise faience,1069–715 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1916.661/1916.661_web.jpg
CLE_123968,Cleveland Museum of Art,Luster Bowl with Ibex,Ceramic,earthenware with luster-painted design,1000s,Pottery,https://openaccess-cdn.clevelandart.org/1944.477/1944.477_web.jpg
CLE_93977,Cleveland Museum of Art,"Bronze mounts from a ""Shawabty Bundle""; Head and Crossed Arms",Funerary Equipment,"head; bronze face, black copper wig, with traces of gilding",c. 1336–1256 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.555/1914.555_web.jpg
