ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
MET_544284,Met Museum,Model dagger of Ukhhotep,"Model dagger, Ukhhotep","Wood, paint, gold leaf",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/11.167.2_0038.jpg
MET_544286,Met Museum,Sheath for a Model Dagger,Model dagger sheath,"Wood, paint, gold leaf",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/12.183.17a_0010.jpg
MET_544287,Met Museum,Flail scepter from the tomb of Senebtisi,"Scepter, Senebtisi","Faience, wood, carnelian, gold, wood, paint",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/3068.jpg
MET_544288,Met Museum,Carpenter's chest of Ankhef,"Carpenter's chest, Ankhef","Wood, paint, stucco",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.31_0010.jpg
MET_544289,Met Museum,Model ax,Model ax,"Copper, wood, animal hide",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.18_0015.jpg
MET_544290,Met Museum,Model ax,Model ax,"Copper, wood, animal hide",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.17_0017_1.jpg
MET_544291,Met Museum,Model adze,Model adze,"Copper, wood",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.23_0031.jpg
MET_544292,Met Museum,Model adze,Model adze,"Copper, wood",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.20_0028.jpg
MET_544293,Met Museum,Model chisel,Model chisel,"Copper, wood, animal hide",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.26_0027.jpg
MET_544294,Met Museum,Model chisel,Model chisel,"Copper, wood",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.30_0022.jpg
MET_544295,Met Museum,Model chisel,Model chisel,"Copper, wood, animal hide",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/17.9.27_0024.jpg
MET_544301,Met Museum,Stone Mason's Chisel,"Chisel, bronze or copper",Hammered bronze or copper alloy,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/LC-27_3_12_EGDP037710.jpg
MET_544302,Met Museum,Scribe's Palette and Brushes,"Palette and brushes, scribe","Wood, ink, reed",Late Period,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/14.1.393a_d_EGDP020487.jpg
MET_544303,Met Museum,Ink saucer,Ink saucer,Slate,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.295_EGDP020545.jpg
MET_544304,Met Museum,Stamp Seal in the Shape of a Boy,"Seal, boy",Boxwood,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP330297.jpg
MET_544305,Met Museum,Hand wedge,"Wedge, hand",Wood,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/34.1.35.JPG
MET_544307,Met Museum,Builder's cramp,Builder's cramp,Wood,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP-40673-001.jpg
MET_544311,Met Museum,Mason's Float Model,Model mason's float,Wood (Pine),Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/31.3.65.JPG
MET_544312,Met Museum,Trowel,Trowel,Wood,Middle Kingdom–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-27_3_71_EGDP026838.jpg
MET_544315,Met Museum,Builder's reel and cord,"Builder's reel, cord","Wood, linen cord, paint",Middle Kingdom–Early New Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/EG136.jpg
MET_544317,Met Museum,Roller,Roller,Sycomore wood,Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/LC-28_3_3_EGDP026837.jpg
MET_544319,Met Museum,Writing board,Writing Board,"Wood, gesso, paint",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/DP234742.jpg
MET_544320,Met Museum,Stela of the Steward Mentuwoser,"Stela, Mentuwoser","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP322064.jpg
MET_544321,Met Museum,Broad Collar of Wah,"Broad Collar, Wah, beads","Faience, linen thread",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP307898.jpg
MET_544322,Met Museum,Mummy of Khnumhotep with mask and broad collar,"Mummy and mask, Khnumhotep, human remains","Mummified human body, linen, mummification material, painted and gilded cartonnage, ebony, obsidian, travertine (Egyptian alabaster), faience",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/DP342611.jpg
MET_544324,Met Museum,Inner anthropoid coffin of Hapiankhtifi,"Coffin, Hapiankhtifii","Sycomore wood, paint, bitumen, cloth, gold leaf",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/14522.jpg
MET_544325,Met Museum,Outer coffin of Senebtisi,"Coffin, Senebtisi","Coffin: cedar, paint, gold leaf; Eye panel: gold leaf over stucco, travertine (Egyptian alabaster) and obsidian",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/08.200.45(2).jpg
MET_544326,Met Museum,Coffin of Khnumnakht,"Coffin, Khnumnakht","Wood, paint",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP354909.jpg
MET_544327,Met Museum,Canopic chest of Hapiankhtifi,"Canopic chest, Hapiankhtifi",Painted and gilded wood (Juniperus sp.),Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/12.183.14a-c_0002_2.jpg
MET_544328,Met Museum,Canopic jar of Kay,"Canopic jar, Kay",Linen covered with stucco,Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/11.150.18b1_2_0022_1.jpg
MET_544334,Met Museum,Canopic Jar of Princess Sithathoryunet - Qebehsenuef,"Canopic jar, Sithathoryunet, Qebehsenuef, Selqet","Travertine (Egyptian alabaster), paint",Middle Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/DP330270.jpg
MET_544336,Met Museum,Canopic jar lid,"Canopic jar lid, male head",Painted limestone,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/33.1.8_EGDP018055.jpg
MET_544339,Met Museum,Shabti,"Shabti, mummiform","Wood, paint",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/11.150.13_0003_2.jpg
MET_544340,Met Museum,Shabti of Senebimi,"Shabti, Senebimi","Wood, paint",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP345118.jpg
MET_544341,Met Museum,Shabti of Ankhu,Shabti,Granodiorite (?),Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP354956.jpg
MET_544343,Met Museum,Magical Figure,"figure, magical, execration, tablet",Clay (unfired),Late Middle Kingdom–Second Intermediate Period,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/33.1.103_EGDP019601.jpg
MET_544346,Met Museum,Stela of Dedu,"Stela, Dedu, Sitsobek","Limestone (indurated), paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.333.jpg
MET_544347,Met Museum,Stela of Nakht,"Stela, Nakht","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP-24212.jpg
MET_544348,Met Museum,Stela of Rehuerdjersen,"Stela, Rehuerdjersen",Limestone,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/EG41.jpg
MET_544349,Met Museum,Stela of Four Women,"Stela, Tekhnefer, Intefankh, Mesutnetjer-tekhnefer, Tanetib-neferseresu","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/LC-36_3_270_EGDP029178.jpg
MET_544350,Met Museum,Double offering table,"Offering table, Senebtisi",Limestone,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/12.181.197.JPG
MET_544351,Met Museum,Model Tile for food offerings,"Model Tile, food offerings",Blue faience,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.125.jpg
MET_544352,Met Museum,Model cucumber,Model cucumber,Faience,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.130.jpg
MET_544354,Met Museum,Model cup,Model cup,Blue faience,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.128.jpg
MET_544360,Met Museum,Stela of Khonsu,"Stela, Khonsu","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/21.2.69_EGDP022530.jpg
MET_544364,Met Museum,Stela of Horemkhauef,"Stela, Horemkhauef","Limestone, paint",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP-34999-001.jpg
MET_544365,Met Museum,Coffin of Ikhet,"Coffin, Ikhet",Sycomore wood,Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/M6A_316.jpg
MET_544366,Met Museum,Shabti of Wahneferhotep,"Shabti, Wahneferhotep","Wood, paint, gold leaf",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.70_01.jpg
MET_544367,Met Museum,Shabti coffin of Wahneferhotep,"Shabti coffin, Wahneferhotep","Wood, paint, gold leaf.",Middle Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP311755.jpg
MET_544369,Met Museum,Cylinder Seal of King Amenemhat Sebekhotep,"Cylinder seal, Amenemhat Sebekhotep",Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_319_EGDP030261.jpg
MET_544371,Met Museum,Bilingual Cylinder Seal,"Cylinder Seal, bilingual, Sehetepibre II",Lapis-lazuli,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.21_front_view_2.jpg
MET_544372,Met Museum,Cylinder Seal of King Seankhibre Amenemhat VI,"Cylinder seal, Amenemhat VI",Glazed steatite,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-11_150_33_EGDP030256.jpg
MET_544373,Met Museum,Cylinder seal with the Horus name of Amenemhat VII,Cylinder seal with the Horus name of Amenemhat VII,Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-10_130_1640_EGDP030250.jpg
MET_544376,Met Museum,Cylinder Seal of King Sekhemre Sewadjtawy Sebekhotep,"Cylinder seal, King Sebekhotep III",Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_313_EGDP033251.jpg
MET_544377,Met Museum,Scarab of Sebekhotep III,"Scarab, Sebekhotep III","Steatite, traces of green glaze",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-22_1_413_EGDP024441.jpg
MET_544379,Met Museum,Cylinder seal inscribed for Khaneferre Sobekhotep III,Cylinder seal inscribed Sobekhotep III,Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-10_130_1638_EGDP030245.jpg
MET_544381,Met Museum,Scarab of King Khaneferre Sebekhotep IV,"Scarab, Khaneferre Sebekhotep IV, Kemi",Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-10_130_23_EGDP033185.jpg
MET_544390,Met Museum,Scarab of Nebirierau I,"Scarab, Sewadjenre, Nebirierau I (?), royal, hieroglyphs",Bright blue faience,Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-22_1_335_EGDP024433.jpg
MET_544393,Met Museum,Scarab of Sebekhotep IV,"Scarab, Sebekhotep IV, hieroglyphs",Steatite,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-22_1_423_EGDP024399.jpg
MET_544394,Met Museum,Scarab of the King's Mother Queen Nebuhetepti,"Scarab, Queen Nebuhetepti",Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_70_EGDP025846.jpg
MET_544395,Met Museum,Scarab of Queen Inni,"Scarab, Queen Inni, royal title, cartouche",Green glazed steatite,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-22_1_418_EGDP024395.jpg
MET_544397,Met Museum,Scarab of king's son Sobekhotep,"Scarab, king's son, Sobekhotep","Steatite, blue glaze",Middle Kingdom–Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-30_8_643_EGDP025844.jpg
MET_544398,Met Museum,Scarab of the King's Son Sebekhotep,"Scarab, Sebekhotep, royal name King's son, formula",Bright green glazed steatite,Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-22_1_422_EGDP024397.jpg
MET_544399,Met Museum,Scarab of King Sekhemre Sewadjtawy Sebekhotep,"Scarab, Sebekhotep III",Glazed steatite,Late Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_81_EGDP033115.jpg
MET_544401,Met Museum,Stamp Seal Inscribed With An Ankh Between Two Falcons,"Seal, stamp, Ankh, falcons",Steatite,Late Old Kingdom–First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26-7-41.jpg
MET_544402,Met Museum,Pyramid-Shaped Stamp Seal Inscribed With A Labyrinth Design,"Seal, stamp, Labyrinth","Brown limestone, Indurated",First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.42Impression.jpg
MET_544404,Met Museum,"Design Amulet with Loop on Back, Device with Dancing God, Hathor Symbol and Lion","Design Amulet,Dancing God, Hathor Symbol, Lion",Bone,Old Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-07_228_121_EGDP036750.jpg
MET_544406,Met Museum,"Design Amulet, Pyramidal Back with Horizontal Piercing, Device showing Two Falcons Flanking what is meant to be an Ankh Sign","Design amulet, two falcons, ankh(?)",Serpentinite,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-10_130_981_EGDP036767.jpg
MET_544407,Met Museum,"Design Amulet with Pierced Shank, Device of Squatting Child Facing Right","Design Amulet, Child",Faience,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-07_228_122_EGDP036765.jpg
MET_544408,Met Museum,"Design Amulet with Loop on the Back, Device of Two Children shown in Opposite Vertical Orientations","Design Amulet, children",Faience,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-07_228_123_EGDP036754.jpg
MET_544409,Met Museum,Hippopotamus-Head Design Amulet Inscribed With Four Linked Ibex Heads.,"Amulet, Hippopotamus, Ibex Heads","Steatite, white glazed",First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.39_EGDP021758.jpg
MET_544410,Met Museum,"Design Amulet, Cow Nursing Calf and also a Kneeling Suckling Man Visible on Opposite Side on the Back, Device showing Antithetical Falcons with an Ankh Sign over a Lion","Design Amulet, cow and calf, kneeling man, falcons,ankh, lion","Steatite, glazed",First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-10_130_752_EGDP036788.jpg
MET_544411,Met Museum,"Design Amulet, a Double-Falconhead Shank Pierced Transversally on the Back, Device showing Two Hares Head-to-tail","Design amulet, falcon heads, hares",Rock crystal,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_35_EGDP036781.jpg
MET_544412,Met Museum,"Design Amulet, Woman Suckling a Child on Back, Device showing Geometricized Monkeys","Design amulet, woman suckling child, monkeys",Steatite,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_46_EGDP036792.jpg
MET_544413,Met Museum,"Design Amulet with a Hippopotamus (? ) Head on the Back Pierced for Stringing, and a Left-facing Monkey as the Device","Design amulet, hippopotamus head, monkey",Glazed steatite,First Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-26_7_33_EGDP036753.jpg
MET_544414,Met Museum,Motto Clasp of Sithathoryunet,"Clasp, Sithathoryunet","Gold, carnelian, paste",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/16.1.16_front.JPG
MET_544415,Met Museum,Motto Clasp of Sithathoryunet,"Amulet, Sithathoryunet","Gold, carnelian, paste",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/16.1.17_front.JPG
MET_544416,Met Museum,Motto Clasp of Sithathoryunet,"Clasp, Sithathoryunet","Gold, carnelian, paste",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/16.1.18_front.JPG
MET_544417,Met Museum,Motto Clasp of Sithathoryunet,"Clasp, Sithathoryunet","Gold, carnelian, paste",Middle Kingdom,Unclassified,https://images.metmuseum.org/CRDImages/eg/web-large/16.1.19_front.JPG
MET_544423,Met Museum,Scarab,Scarab,Blue glazed steatite,Middle Kingdom–Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.713_top.jpg
MET_544425,Met Museum,Scarabs with the Name of the Hyksos King Sheshi,"Scarab, King Sheshi",Glazed steatite,Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/30.8.462_top.jpg
MET_544426,Met Museum,Scarab with the Name of the Hyksos King Khayan,"Scarab, Khayan","Steatite, gold mount",Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/D_457_bottom.jpg
MET_544428,Met Museum,Cowroid Seal Amulet with the Name of the Hyksos King Apophis,"Cowroid, Auserre  Apophis","Steatite, white glaze",Second Intermediate Period,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/c_267_bottom.jpg
MET_544441,Met Museum,Scarab of Sebekhotep III,"Scarab, Sebekhotep III, hieroglyphs","Steatite, traces of green glaze",Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/LC-20_1_2_EGDP032915.jpg
MET_544442,Met Museum,Sphinx of Hatshepsut,"Sphinx, Hatshepsut; Hatshepsut-sculpture","Granite, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-24216-003.jpg
MET_544446,Met Museum,Hatshepsut in a Devotional Attitude,"Statue, Hatshepsut, king, standing; Hatshepsut-sculpture","Granite, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/28.3.18_EGDP013616.jpg
MET_544447,Met Museum,Large Kneeling Statue of Hatshepsut,"Statue, kneeling king, Hatshepsut; Hatshepsut-sculpture",Granite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-40133-001.jpg
MET_544448,Met Museum,Large Kneeling Statue of Hatshepsut,"Statue, kneeling king, Hatshepsut; Hatshepsut-sculpture; Dendur-decoded",Granite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/21V_CAT092R3.jpg
MET_544449,Met Museum,Large Kneeling Statue of Hatshepsut,"Statue, Hatshepsut kneeling; Hatshepsut-sculpture",Granite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/21V_CAT091R2.jpg
MET_544450,Met Museum,Seated Statue of Hatshepsut,"Statue, Hatshepsut, king, seated; Hatshepsut-sculpture","Indurated limestone, paint",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-24215-002.jpg
MET_544451,Met Museum,Statuette of the Child Amenemhab,"Statuette, standing boy, nude, Amenemhab, child","Bronze, separate silver lotus, wood base with pigmented inlays",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP115775.jpg
MET_544452,Met Museum,Triad,"Statuette group, standing","Limestone, paint",Second Intermediate Period–Early New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/16.10.369_01.jpg
MET_544462,Met Museum,Ointment Jar from a Foundation Deposit of Hatshepsut,"Ointment jar lid, foundation deposit","Travertine (Egyptian alabaster), paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.44ab_inscriptions.jpg
MET_544463,Met Museum,Ointment Jar from a Foundation Deposit of Hatshepsut,"Ointment jar, foundation deposit","Travertine (Egyptian alabaster), paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.45ab_inscriptions.jpg
MET_544464,Met Museum,Ointment Jar,"Jar, ointment, Hatshepsut, foundation ceremony","Travertine (Egyptian alabaster), ointment",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.46a_EGDP013558.jpg
MET_544465,Met Museum,Ointment Jar with Lid,"Jar, ointment, Hatshepsut, Maatkare","Travertine (Egyptian alabaster), paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.47a-b_EGDP013561.jpg
MET_544466,Met Museum,Ointment Jar from a Foundation Deposit of Hatshepsut,"Ointment jar, foundation deposit","Travertine (Egyptian alabaster), paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.48a.jpg
MET_544467,Met Museum,Ointment Jar from a Foundation Deposit of Hatshepsut,"Ointment jar, foundation deposit","Travertine (Egyptian alabaster), paint",New Kingdom,Pottery,https://images.metmuseum.org/CRDImages/eg/web-large/25.3.49ab_inscription.jpg
MET_544469,Met Museum,Statue of Senenmut Holding a Sistrum,"Statue, kneeling, Senenmut, Hathor emblem, sistrum, cryptogram",Porphyritic diorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/48.149.7 front.jpg
MET_544478,Met Museum,Standing figure of Amenhotep III,"Statuette, standing king, Amenhotep III",Chlorite schist,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-17706-001.jpg
MET_544479,Met Museum,"Colossal Statue of  Amenhotep III, reworked, reinscribed by Merneptah","Statue, seated king, Amenhotep III, Merneptah",Porphyritic diorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/51267.jpg
MET_544480,Met Museum,"Colossal Seated Statue of Amenhotep III, reworked, reinscribed by Merneptah","Statue, seated king, Amenhotep III, Merneptah",Porphyritic diorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/51274.jpg
MET_544481,Met Museum,Head of a cow goddess,Head of a Cow Goddess (Hathor or Mehetweret),Porphyritic diorite,"New Kingdom, possibly Ramesside Period",Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38853-006.jpg
MET_544482,Met Museum,Relief Trial Piece with the Head of the King,"Trial piece (?), Relief head of the King",Limestone,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/EG116.jpg
MET_544483,Met Museum,"Statue of Sakhmet, ""Lady of the Mound-Above-Amun""","Statue, Sakhmet",Granodiorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38632-001.jpg
MET_544484,Met Museum,Statue of the Goddess Sakhmet,"Statue, Sakhmet",Granodiorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP153959.jpg
MET_544485,Met Museum,Statue of the Goddess Sakhmet,"Statue, Sakhmet",Granodiorite,New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DP-38633-001.jpg
MET_544493,Met Museum,Shabti of Amenhotep III,"Shabti, Amenhotep III","Ebony, yellow paste",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/15.2.11.jpg
MET_544494,Met Museum,Shabti of Amenhotep III,"Shabti, Amenhotep III","Ebony, yellow paste",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/15.2.12.JPG
MET_544495,Met Museum,Carved Plaque,"Plaque, jewelry",Carnelian,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1339_EGDP011529.jpg
MET_544496,Met Museum,Carved Plaque,"Plaque, jewelry",Carnelian,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1340_EGDP011530.jpg
MET_544497,Met Museum,Carved Plaque from a Bracelet,"Bracelet plaque, female sphinx, Nebmaatre, Amenhotep III, Tiye",Sard,New Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/26.7.1342_EGDP011388.jpg
MET_544498,Met Museum,"Sphinx of Amenhotep III, possibly from a Model of a Temple","Sphinx, Amenhotep III","Faience, remains of a travertine (Egyptian alabaster) tenon",New Kingdom,Statuary,https://images.metmuseum.org/CRDImages/eg/web-large/DT539.jpg
MET_544499,Met Museum,Stela with Taweret and Mut of Isheru,"Stela, Taweret, Mut","Limestone, paint",New Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/DP-35978-001.jpg
MET_546509,Met Museum,Three frames with papyrus fragments,Papyrus,"Papyrus, ink",Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/09.180.536A_verso_0074.jpg
MET_546515,Met Museum,Foundation deposit plaque of Amenemhat I,"Foundation deposit plaque, Amenemhat I",Travertine (Egyptian alabaster),Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.1015.jpg
MET_546516,Met Museum,Foundation deposit plaque of Amenemhat I,"Foundation deposit plaque, Amenemhat I",Faience,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.1016.crop.jpg
MET_546517,Met Museum,Foundation deposit plaque of Amenemhat I,"Foundation deposit plaque, Amenemhat I",Faience,Middle Kingdom,Reliefs,https://images.metmuseum.org/CRDImages/eg/web-large/22.1.1017.crop.jpg
MET_546518,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.280.bat.jpg
MET_546519,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.284.bat.jpg
MET_546520,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.285.bat1.jpg
MET_546521,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.286.bat.jpg
MET_546522,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.287.bat.jpg
MET_546523,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.288a.bat.jpg
MET_546524,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.289.bat.jpg
MET_546525,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.290.bat.jpg
MET_546526,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.291.bat.jpg
MET_546530,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.295.bat.jpg
MET_546531,Met Museum,Sealing,Sealing,Clay (unfired),Middle Kingdom,Jewellery,https://images.metmuseum.org/CRDImages/eg/web-large/14.3.296.bat.jpg
